City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
83,severo-kurilsk,50.6789,156.125,-0.34,83,7,6.11,RU,1680369140
84,khatanga,71.9667,102.5,-6.85,94,100,10.2,RU,1680369140
85,kaduqli,11.0167,29.7167,29.69,9,99,3.39,SD,1680369141
86,poum,-20.2333,164.0167,25.53,79,14,1.94,NC,1680369141
87,kruisfontein,-34.0033,24.7314,16.79,68,2,3.67,ZA,1680369141
88,busselton,-33.65,115.3333,15.65,85,6,4.0,AU,1680369141
89,torbay,47.6666,-52.7314,6.05,54,19,3.68,CA,1680369141
90,urengoy,65.9667,78.3667,0.82,91,100,10.29,RU,1680369142
91,nadym,65.5333,72.5167,1.39,96,100,9.93,RU,1680369142
92,adre,13.4667,22.2,29.74,12,63,4.25,TD,1680369142
93,kapaa,22.0752,-159.319,22.18,94,100,3.09,US,1680369142
94,zunyi,27.6867,106.9072,15.73,91,80,2.36,CN,1680369142
95,lakes entrance,-37.8811,147.981,8.98,82,2,2.7,AU,1680369143
96,bozdar,27.1828,68.636,27.61,33,21,0.76,PK,1680369143
97,padre bernardo,-15.35,-48.5,31.14,39,18,2.02,BR,1680368866
98,nanortalik,60.1432,-45.2371,-1.63,74,76,3.87,GL,1680369143
99,tuktoyaktuk,69.4541,-133.0374,-24.42,93,7,4.17,CA,1680369143
100,viesca,25.35,-102.8,26.3,40,51,1.26,MX,1680369143
101,alofi,-19.0595,-169.9187,26.73,78,27,8.36,NU,1680369143
102,saskylakh,71.9167,114.0833,-11.01,92,100,7.25,RU,1680369144
103,goksun,38.021,36.4973,2.55,87,52,2.5,TR,1680369144
104,kaitangata,-46.2817,169.8464,11.07,88,99,4.02,NZ,1680369144
105,vila franca do campo,37.7167,-25.4333,19.23,73,100,5.04,PT,1680368942
106,san jose,37.3394,-121.895,14.23,62,20,1.34,US,1680368903
107,puerto ayora,-0.7393,-90.3518,30.98,85,52,3.58,EC,1680369145
108,kamiiso,41.8167,140.65,2.64,85,8,1.99,JP,1680369145
109,new norfolk,-42.7826,147.0587,12.06,75,99,1.19,AU,1680369145
110,bredasdorp,-34.5322,20.0403,17.88,87,0,3.61,ZA,1680369145
111,antalya,36.7741,30.7178,16.33,73,75,3.6,TR,1680369058
112,madhupur,24.25,86.65,25.04,50,66,0.17,IN,1680369145
113,cao bang,22.6667,106.25,21.59,97,98,1.12,VN,1680369146
114,beringovskiy,63.05,179.3167,-8.42,70,71,10.26,RU,1680369146
115,cap malheureux,-19.9842,57.6142,26.93,72,10,2.68,MU,1680369146
116,ginda,30.6945,78.4932,9.18,88,73,1.35,IN,1680369146
117,port elizabeth,-33.918,25.5701,19.62,75,2,1.79,ZA,1680369146
118,mpanda,-6.3655,31.0409,18.91,95,79,0.84,TZ,1680369146
119,la ronge,55.1001,-105.2842,-3.88,74,100,7.2,CA,1680369147
120,puerto escondido,15.85,-97.0667,30.24,53,54,2.98,MX,1680368920
121,port alfred,-33.5906,26.891,21.21,84,1,1.34,ZA,1680369147
122,qaanaaq,77.484,-69.3632,-22.21,71,6,1.5,GL,1680369147
123,kudymkar,59.0173,54.656,2.97,85,87,5.24,RU,1680369147
124,broken hill,-31.95,141.4333,12.39,45,0,4.25,AU,1680369090
125,albanel,48.8832,-72.4487,-1.92,96,100,3.01,CA,1680369148
126,samarai,-10.6167,150.6667,27.56,78,100,4.31,PG,1680369148
127,port macquarie,-31.4333,152.9167,16.83,85,39,4.67,AU,1680369148
128,coquimbo,-29.9533,-71.3436,18.85,77,75,4.12,CL,1680368958
129,zhezkazgan,47.8043,67.7144,4.43,31,0,9.95,KZ,1680369148
130,ponta delgada,37.7333,-25.6667,19.4,77,0,5.66,PT,1680369148
131,pinecrest,25.667,-80.3081,30.57,70,75,6.17,US,1680369148
132,provideniya,64.3833,-173.3,-5.77,96,97,4.68,RU,1680369149
133,lyubinskiy,55.1542,72.6925,-2.18,85,89,4.1,RU,1680369149
134,srednekolymsk,67.45,153.6833,-27.28,100,100,2.27,RU,1680369149
135,halifax,44.6453,-63.5724,2.6,95,100,4.02,CA,1680369047
136,bonthe,7.5264,-12.505,29.53,65,74,5.56,SL,1680369149
137,warner robins,32.621,-83.5999,23.09,86,0,7.2,US,1680369149
138,shilong,23.1123,113.8425,25.21,85,98,0.7,CN,1680369149
139,rundu,-17.9333,19.7667,24.45,52,80,2.31,NA,1680369149
140,cairns,-16.9167,145.7667,25.04,94,78,0.0,AU,1680369149
141,leningradskiy,69.3833,178.4167,-14.33,91,100,11.86,RU,1680369149
142,visby,57.6409,18.296,2.81,80,20,8.75,SE,1680368869
143,port keats,-14.25,129.55,26.0,77,88,1.19,AU,1680369150
144,churapcha,62.0025,132.4325,-18.1,91,100,4.5,RU,1680369150
145,lebu,-37.6167,-73.65,17.17,69,59,4.03,CL,1680369150
146,andenes,69.3143,16.1194,-0.01,55,100,7.2,NO,1680369150
147,mildura,-34.2,142.15,11.26,55,0,4.08,AU,1680369150
148,santa maria,-29.6842,-53.8069,22.87,30,0,2.38,BR,1680368898
149,uchiza,-8.4592,-76.4633,21.86,99,100,0.63,PE,1680369151
150,avarua,-21.2078,-159.775,24.03,100,75,0.51,CK,1680369151
151,tasiilaq,65.6145,-37.6368,0.09,83,99,2.54,GL,1680369151
152,tres picos,15.8667,-93.5333,32.38,53,12,4.22,MX,1680369151
153,coihaique,-45.5752,-72.0662,15.34,54,75,4.63,CL,1680369043
154,aden,12.7794,45.0367,28.38,80,15,3.61,YE,1680369152
155,muborak,39.2553,65.1528,24.2,22,59,3.18,UZ,1680369152
156,hemsedal,60.8629,8.5534,-3.63,77,8,0.82,NO,1680369152
157,vaitape,-16.5167,-151.75,27.68,72,47,1.73,PF,1680369152
158,bethel,41.3712,-73.414,18.05,86,100,5.66,US,1680369152
159,los llanos de aridane,28.6585,-17.9182,22.86,41,0,5.66,ES,1680369152
160,narsaq,60.9167,-46.05,0.12,63,92,1.25,GL,1680369152
161,yining,29.0361,114.5636,15.73,85,0,1.27,CN,1680369152
162,atuona,-9.8,-139.0333,26.77,78,80,7.16,PF,1680369152
163,saldanha,-33.0117,17.9442,17.94,82,4,6.76,ZA,1680369152
164,chokurdakh,70.6333,147.9167,-31.54,100,96,3.14,RU,1680369152
165,salihorsk,52.7876,27.5415,6.86,97,100,2.74,BY,1680369153
166,port hardy,50.6996,-127.4199,3.1,93,75,1.54,CA,1680369100
167,lockhart,28.6194,-81.4426,31.16,53,20,3.6,US,1680369153
168,san andres,12.5847,-81.7006,30.01,66,100,6.69,CO,1680369153
169,lagoa,39.05,-27.9833,16.12,88,100,9.88,PT,1680369153
170,pevek,69.7008,170.3133,-21.65,98,100,7.23,RU,1680369153
171,bathsheba,13.2167,-59.5167,29.34,61,40,9.77,BB,1680369153
172,concepcion del oro,24.6333,-101.4167,22.12,25,100,3.41,MX,1680369153
173,constitucion,-35.3333,-72.4167,22.05,42,75,7.11,CL,1680369153
174,san quintin,30.4833,-115.95,15.45,68,0,4.81,MX,1680369153
175,kobilja glava,43.8819,18.3892,10.3,54,0,2.06,BA,1680369153
176,asfi,32.2994,-9.2372,20.99,63,31,12.03,MA,1680369153
177,sambava,-14.2667,50.1667,25.57,87,100,2.87,MG,1680369153
178,arosa,46.7779,9.6762,1.29,94,100,1.9,CH,1680369153
179,lompoc,34.6391,-120.4579,16.45,74,0,4.63,US,1680368721
180,necochea,-38.5473,-58.7368,18.76,39,100,5.31,AR,1680369154
181,newport,51.5877,-2.9984,12.56,81,80,6.68,GB,1680369099
182,katobu,-4.9408,122.5276,23.86,95,97,1.11,ID,1680369154
183,kahului,20.8947,-156.47,23.25,83,40,2.06,US,1680369058
184,caconda,-13.7333,15.0667,17.51,87,93,0.91,AO,1680369154
185,padang,-0.9492,100.3543,24.03,86,100,1.36,ID,1680369154
186,hovd,48.0056,91.6419,-12.69,37,100,4.32,MN,1680369154
187,mount gambier,-37.8333,140.7667,8.43,85,16,0.59,AU,1680369154
188,harper,4.375,-7.7169,28.63,71,19,3.99,LR,1680369154
189,kapoeta,4.7717,33.5903,27.07,56,88,2.62,SS,1680369154
190,tuatapere,-46.1333,167.6833,11.49,94,74,5.3,NZ,1680369154
191,waitati,-45.75,170.5667,14.33,71,78,3.78,NZ,1680368925
192,dalvik,65.9702,-18.5286,3.67,89,70,2.93,IS,1680369093
193,sao desiderio,-12.3633,-44.9733,33.98,28,0,0.69,BR,1680369154
194,pangkalanbuun,-2.6833,111.6167,23.2,97,96,0.8,ID,1680369155
195,vung tau,10.346,107.0843,26.46,79,87,6.28,VN,1680369155
196,westport,41.1415,-73.3579,17.39,93,100,5.14,US,1680369076
197,trincomalee,8.5711,81.2335,26.92,82,1,3.25,LK,1680369155
198,asau,46.4333,26.4,8.51,90,100,1.0,RO,1680369155
199,lorengau,-2.0226,147.2712,25.91,81,83,0.84,PG,1680369155
200,batagay-alyta,67.8006,130.4114,-33.16,88,9,3.05,RU,1680369155
201,versalles,48.8,2.1333,11.64,81,75,6.69,FR,1680369156
202,mayo,38.8876,-76.5119,20.25,85,75,3.09,US,1680369156
203,malindi,-3.2175,40.1191,27.99,80,19,5.83,KE,1680369156
204,nha trang,12.25,109.1833,26.0,87,38,1.88,VN,1680368581
205,yellowknife,62.456,-114.3525,-15.16,89,100,8.08,CA,1680368994
206,roald,62.5833,6.1333,8.51,45,0,4.12,NO,1680369156
207,floro,61.5996,5.0328,9.04,57,20,3.09,NO,1680368982
208,wagar,16.1525,36.2032,30.56,14,91,2.97,SD,1680369156
209,castro,-24.7911,-50.0119,25.0,63,60,3.11,BR,1680369156
210,marawi,7.9986,124.2928,20.75,95,100,0.65,PH,1680369156
211,kalmunai,7.4167,81.8167,26.8,80,0,3.93,LK,1680369156
212,praia da vitoria,38.7333,-27.0667,19.31,88,100,7.67,PT,1680369156
213,pombas,17.1503,-25.0201,31.88,59,0,3.1,CV,1680369156
214,talnakh,69.4865,88.3972,-8.88,94,100,8.3,RU,1680369156
215,ruzhyn,49.7228,29.2046,9.74,88,100,3.01,UA,1680369156
216,marzuq,14.4,46.4667,24.16,69,100,3.16,YE,1680369157
217,kamaishi,39.2667,141.8833,5.55,81,7,2.43,JP,1680369157
218,kyabe,9.4515,18.9449,35.79,21,51,1.34,TD,1680369157
219,conceicao do araguaia,-8.2578,-49.2647,29.19,68,95,2.49,BR,1680369157
220,mango,27.9797,-82.3065,31.72,63,0,7.2,US,1680369157
221,cayenne,4.9333,-52.3333,29.02,65,75,7.2,GF,1680369157
222,oriximina,-1.7656,-55.8661,26.94,76,98,0.97,BR,1680368912
223,gushikawa,26.3544,127.8686,20.57,77,20,7.72,JP,1680369157
224,vardo,70.3705,31.1107,-2.01,86,100,15.43,NO,1680369157
225,srimushnam,11.4,79.4167,28.0,72,65,2.84,IN,1680369157
226,imbituba,-28.24,-48.6703,26.59,51,39,8.69,BR,1680369157
227,salisbury,51.0693,-1.7957,12.23,66,40,5.66,GB,1680369157
228,uspenskaya,45.7645,41.067,8.85,53,5,3.72,RU,1680369157
229,okhotsk,59.3833,143.3,-4.23,97,100,1.29,RU,1680369157
230,ballina,-28.8667,153.5667,14.88,89,15,2.93,AU,1680369158
231,souillac,-20.5167,57.5167,26.21,78,20,2.57,MU,1680369158
232,dori,14.0354,-0.0345,37.47,5,28,3.89,BF,1680369158
233,esna,25.2934,32.554,22.49,15,0,4.42,EG,1680369158
234,seoul,37.5683,126.9778,11.69,29,38,1.18,KR,1680368884
235,nieuwpoort,51.1244,2.7735,8.94,93,100,8.75,BE,1680369158
236,changji,44.0167,87.3167,1.44,25,0,1.0,CN,1680369158
237,saint george,37.1041,-113.5841,11.91,48,0,1.34,US,1680369158
238,madang,-5.2246,145.7966,23.99,89,100,1.84,PG,1680369137
239,half moon bay,37.4636,-122.4286,14.36,66,0,3.6,US,1680369158
240,avera,33.194,-82.5271,22.73,81,100,8.24,US,1680369158
241,haines junction,60.7522,-137.5108,-3.72,91,100,2.02,CA,1680369158
242,gao,16.6362,1.637,35.43,5,61,4.17,ML,1680369115
243,istisu,40.9457,48.0738,1.37,99,100,0.75,AZ,1680369158
244,burnie,-41.0667,145.9167,9.97,88,94,3.48,AU,1680369159
245,general roca,-39.0333,-67.5833,23.96,18,56,2.59,AR,1680369159
246,victoria,22.2855,114.1577,22.19,92,100,4.92,HK,1680369159
247,libourne,44.9167,-0.25,12.54,75,38,7.48,FR,1680369159
248,fairlie,55.756,-4.8556,8.56,74,97,0.89,GB,1680369159
249,staraya poltavka,50.4772,46.4814,9.64,48,100,1.45,RU,1680369159
250,vilhena,-12.7406,-60.1458,30.64,45,94,0.81,BR,1680369159
251,san carlos de bariloche,-41.1456,-71.3082,16.86,48,40,12.86,AR,1680369159
252,baykit,61.67,96.37,-16.32,99,97,0.71,RU,1680369159
253,afua,-0.1567,-50.3867,26.01,86,93,2.02,BR,1680369159
254,nizwa,22.9333,57.5333,28.6,22,49,1.26,OM,1680369159
255,touros,-5.1989,-35.4608,28.57,70,89,5.68,BR,1680369159
256,bambous virieux,-20.3428,57.7575,26.79,78,20,2.57,MU,1680369159
257,tonantins,-2.8731,-67.8022,26.37,84,100,1.7,BR,1680369158
258,darhan,49.4867,105.9228,-9.09,75,100,9.59,MN,1680369159
259,roma,43.2128,-75.4557,20.46,40,0,8.23,US,1680369160
260,hammerfest,70.6634,23.6821,-3.75,80,75,9.26,NO,1680369160
261,ciechanow,52.8814,20.62,8.56,93,100,4.81,PL,1680369160
262,longyearbyen,78.2186,15.6401,-11.09,62,75,5.66,SJ,1680369160
263,iwanai,42.9744,140.5089,2.84,91,66,1.48,JP,1680369160
264,quatre cocos,-20.2078,57.7625,26.72,76,24,5.08,MU,1680369160
265,mahebourg,-20.4081,57.7,26.81,78,20,2.57,MU,1680369160
266,namibe,-15.1961,12.1522,24.83,80,83,4.99,AO,1680369160
267,urucara,-2.5364,-57.76,25.09,91,100,2.28,BR,1680369073
268,henties bay,-22.116,14.2845,17.24,81,4,4.07,NA,1680369160
269,comodoro rivadavia,-45.8667,-67.5,23.92,25,0,13.38,AR,1680368866
270,fethiye,36.6217,29.1164,15.93,86,49,1.74,TR,1680369160
271,chimore,-16.9833,-65.1333,33.86,44,75,1.49,BO,1680369073
272,puerto del rosario,28.5004,-13.8627,21.86,68,20,9.26,ES,1680368885
273,gornyak,50.9942,81.4661,-7.3,51,0,7.57,RU,1680369161
274,naze,28.3667,129.4833,18.06,88,45,3.39,JP,1680369161
275,zaysan,47.4667,84.8667,-4.69,52,52,4.92,KZ,1680369161
276,nicoya,10.1483,-85.452,32.53,43,17,6.9,CR,1680369161
277,kudahuvadhoo,2.6708,72.8944,28.28,69,53,1.32,MV,1680369161
278,richards bay,-28.783,32.0377,21.08,92,42,0.47,ZA,1680368787
279,fortuna,40.5982,-124.1573,11.07,84,100,4.02,US,1680369161
280,arinos,-15.9169,-46.1056,36.26,21,42,0.39,BR,1680369161
281,shubarshi,48.5872,57.1869,11.18,23,4,8.66,KZ,1680369161
282,kavieng,-2.5744,150.7967,26.84,83,100,4.68,PG,1680369161
283,mehamn,71.0357,27.8492,-2.05,80,100,11.32,NO,1680369161
284,mbandaka,0.0487,18.2603,26.6,65,75,1.57,CD,1680369161
285,port lincoln,-34.7333,135.8667,14.27,68,19,5.22,AU,1680369161
286,salinopolis,-0.6136,-47.3561,26.22,84,97,2.9,BR,1680369161
287,urusha,54.05,122.9,-4.64,84,100,3.48,RU,1680369161
288,dothan,31.2232,-85.3905,28.24,66,75,9.77,US,1680368904
289,spirit river,55.7833,-118.8361,1.58,84,100,0.78,CA,1680369161
290,karasjok,69.4719,25.5112,-6.02,85,97,7.38,NO,1680369161
291,kuala terengganu,5.3302,103.1408,25.91,84,72,2.21,MY,1680369161
292,sitka,57.0531,-135.33,2.94,75,40,0.0,US,1680369162
293,ugoofaaru,5.6667,73.0,28.08,71,35,4.01,MV,1680369162
294,el doncello,1.6782,-75.2847,26.92,78,78,0.72,CO,1680369162
295,el tigre,8.8875,-64.2454,30.53,46,82,6.28,VE,1680369162
296,agadir,30.4202,-9.5982,27.25,40,2,3.46,MA,1680369162
297,vila,42.0304,-8.1588,12.06,65,90,2.68,PT,1680369162
298,alnashi,56.1874,52.4792,5.65,71,100,5.47,RU,1680369162
299,tahe,52.3333,124.7333,1.42,97,100,1.57,CN,1680369162
300,virginia beach,36.8529,-75.978,25.03,64,100,10.8,US,1680368600
301,labuhan,-6.8844,112.2051,24.6,87,100,3.16,ID,1680369162
302,carberry,49.8689,-99.3602,-2.77,76,76,5.19,CA,1680369163
303,douglas,41.3,-96.167,6.58,49,0,6.17,US,1680368868
304,dogondoutchi,13.6393,4.0287,36.6,6,100,4.29,NE,1680369163
305,tiarei,-17.5333,-149.3333,27.01,75,19,4.15,PF,1680369163
306,tatarsk,55.219,75.9828,-8.96,89,35,3.33,RU,1680369164
307,rayadrug,14.7,76.8667,30.07,23,38,4.25,IN,1680369164
308,luanda,-8.8368,13.2343,28.0,74,40,4.63,AO,1680369164
309,kysyl-syr,63.8986,122.7617,-24.65,100,30,2.21,RU,1680369164
310,bitung,1.4451,125.1824,23.47,85,98,3.95,ID,1680369164
311,norman wells,65.282,-126.8329,-11.0,88,100,0.36,CA,1680369164
312,anchorage,61.2181,-149.9003,-1.97,64,0,3.6,US,1680368867
313,port hedland,-20.3167,118.5667,27.03,83,49,3.6,AU,1680369164
314,aligudarz,33.4006,49.6949,3.3,44,0,3.18,IR,1680369165
315,ngorongoro,-3.2397,35.4875,12.28,86,38,0.74,TZ,1680369165
316,harqalah,36.0303,10.509,19.92,68,0,3.6,TN,1680369165
317,grindavik,63.8424,-22.4338,5.26,81,75,13.38,IS,1680369165
318,berezovka,53.7214,25.4993,7.62,94,100,2.21,BY,1680369165
319,hami,42.8,93.45,1.92,27,53,6.29,CN,1680369165
320,coolum beach,-26.5333,153.1,19.5,86,98,1.68,AU,1680369097
321,wenatchee,47.4235,-120.3103,8.36,57,0,2.68,US,1680369096
322,sydney mines,46.2367,-60.2177,2.6,84,100,4.02,CA,1680369165
323,bintulu,3.1667,113.0333,24.18,91,100,1.49,MY,1680369165
324,kloulklubed,7.0419,134.2556,24.28,68,99,0.63,PW,1680369165
325,nishihara,26.1842,127.7558,20.6,78,75,10.8,JP,1680369165
326,mariinsk,56.2139,87.7472,-13.87,95,93,1.39,RU,1680369165
327,benguela,-12.5763,13.4055,26.9,75,81,2.83,AO,1680369165
328,iralaya,15.0,-83.2333,28.31,64,51,6.5,HN,1680369166
329,rantauprapat,2.1,99.8333,23.24,98,100,1.33,ID,1680369166
330,la rioja,42.25,-2.5,5.88,93,96,4.12,ES,1680369166
331,port blair,11.6667,92.75,26.89,69,53,1.34,IN,1680369166
332,ban nahin,18.2418,104.2122,25.86,69,15,1.42,LA,1680369166
333,ancud,-41.8697,-73.8203,14.33,82,81,3.52,CL,1680369166
334,nueva loja,0.0847,-76.8828,27.01,74,75,1.54,EC,1680368916
335,klaksvik,62.2266,-6.589,7.51,86,100,10.24,FO,1680369166
336,lata,40.1629,-8.3327,16.15,94,100,2.74,PT,1680369166
337,jinchang,38.4953,102.1739,5.73,36,100,7.64,CN,1680369166
338,hualmay,-11.0964,-77.6139,25.89,76,97,3.64,PE,1680369166
339,marsh harbour,26.5412,-77.0636,24.7,75,38,7.48,BS,1680369166
340,hamilton,39.1834,-84.5333,13.76,53,24,6.26,US,1680368411
341,muros,42.7762,-9.0603,17.05,56,39,5.48,ES,1680368844
342,port-cartier,50.0334,-66.8654,0.42,90,100,6.05,CA,1680369166
343,broome,42.2506,-75.833,20.5,41,0,5.66,US,1680369166
344,hendek,40.7994,30.7481,15.16,59,97,3.33,TR,1680369166
345,kimbe,-5.5502,150.1429,24.62,93,100,1.96,PG,1680369166
346,tshane,-24.0196,21.8684,22.63,58,75,5.53,BW,1680369167
347,plettenberg bay,-34.0527,23.3716,17.42,80,0,2.74,ZA,1680369167
348,margate,51.3813,1.3862,10.5,85,100,4.02,GB,1680369167
349,valle de allende,26.9333,-105.4,22.46,12,81,2.27,MX,1680369167
350,vila real,41.3006,-7.7441,14.52,82,99,1.9,PT,1680369167
351,kinablangan,7.6947,126.5503,25.2,87,100,1.74,PH,1680369167
352,alnavar,15.4333,74.7333,22.77,64,53,2.33,IN,1680369167
353,berdigestyakh,62.0989,126.6992,-18.41,89,71,4.17,RU,1680369167
354,taltal,-25.4,-70.4833,22.64,75,24,2.28,CL,1680369167
355,cayhagan,9.6697,122.4256,26.34,80,99,1.22,PH,1680369167
356,puerto leguizamo,-0.1934,-74.7819,24.93,80,97,1.08,CO,1680369167
357,sibu,2.3,111.8167,23.13,97,100,0.33,MY,1680369167
358,makakilo city,21.3469,-158.0858,22.78,86,0,2.06,US,1680369167
359,san lawrenz,36.0553,14.204,17.14,85,100,1.34,MT,1680369167
360,chabahar,25.2919,60.643,25.3,67,0,4.24,IR,1680369167
361,hoquiam,46.9809,-123.8893,8.33,81,75,6.69,US,1680369021
362,saint anthony,45.0205,-93.218,0.97,73,0,5.14,US,1680369167
363,mercedes,-34.6515,-59.4307,22.1,24,8,3.63,AR,1680368767
364,lodja,-3.4833,23.4333,22.75,78,91,0.89,CD,1680369167
365,srandakan,-7.9386,110.2506,24.65,86,100,2.65,ID,1680369167
366,pauini,-7.7136,-66.9764,24.23,96,100,1.33,BR,1680369168
367,aasiaat,68.7098,-52.8699,-19.68,91,54,1.32,GL,1680369168
